capacity,highlights,location,phone,url,venue_name
[1200],"Valet parking,Valet parking","50 Park Place,Newark, NJ 07102",[9736221000],https://www.wedding-spot.com/venue/14680/the-robert-treat-hotel/,The Robert Treat Hotel
[200],"BYO,Valet parking,BYO","29-31 Howe Avenue,Passaic, NJ 07055",[9737776655],https://www.wedding-spot.com/venue/698/garden-vista-ballroom/,Garden Vista Ballroom
[80],"Valet parking,Valet parking","29 Main Road,Montville, NJ 07045",[9732631300],https://www.wedding-spot.com/venue/12798/the-columbia-inn/,The Columbia Inn
[200],"Indoor and outdoor spaces,Rentals included,Valet parking","60 South 31st Street,Kenilworth, NJ 07033",[9084455233],https://www.wedding-spot.com/venue/1233/kenilworth-inn/,Kenilworth Inn
[240],"Indoor and outdoor spaces,Rentals included,Valet parking","1500 Harbor Boulevard,Weehawken, NJ 07086",[2036370270],https://www.wedding-spot.com/venue/7217/nautical-holidays-aqua-azul/,Nautical Holidays: Aqua Azul
[220],"Indoor and outdoor spaces,Valet parking,Indoor and outdoor spaces","4 Clubhouse Drive,Washington, NJ 07882",[9086891870],https://www.wedding-spot.com/venue/3099/hawk-pointe-golf-club/,Hawk Pointe Golf Club
[80],"Indoor and outdoor spaces,Valet parking,Indoor and outdoor spaces","1500 Harbor Boulevard,Weehawken, NJ 07086",[2036370270],https://www.wedding-spot.com/venue/7207/nautical-holidays-majestic-princess/,Nautical Holidays: Majestic Princess
[550],"Indoor and outdoor spaces,Valet parking,Indoor and outdoor spaces","101 Pierce Street,Somerset, NJ 08873",[7328689155],https://www.wedding-spot.com/venue/2181/doubletree-by-hilton-somerset-hotel-and-conference-center/,DoubleTree by Hilton Somerset Hotel and Conference Center
[65],"Indoor and outdoor spaces,Valet parking,Indoor and outdoor spaces","1500 Harbor Boulevard,Weehawken, NJ 07086",[2036370270],https://www.wedding-spot.com/venue/7224/nautical-holidays-eastern-star/,Nautical Holidays: Eastern Star
[165],"Indoor and outdoor spaces,Rentals included,Valet parking","1 Forest Drive,Allamuchy, NJ 07820",[9088500800],https://www.wedding-spot.com/venue/1020/panther-valley-golf-country-club/,Panther Valley Golf & Country Club
[100],"Rentals included,Valet parking,Rentals included","105 Old New Bridge Road,New Milford, NJ 07646",[2016927700],https://www.wedding-spot.com/venue/13173/sanzaris-new-bridge-inn/,Sanzari's New Bridge Inn
[250],"Indoor and outdoor spaces,Upgraded rentals included,Rentals included","690 US-46,Fairfield, NJ 07004",[9732871006],https://www.wedding-spot.com/venue/5560/doubletree-by-hilton-fairfield-hotel-suites/,DoubleTree by Hilton Fairfield Hotel & Suites
[450],"Valet parking,Valet parking","1 SOPAC Way,South Orange, NJ 07079",[9733821024],https://www.wedding-spot.com/venue/12617/south-orange-performing-arts-center/,South Orange Performing Arts Center
[120],"Rentals included,Valet parking,Rentals included","25 Whitehead Avenue,South River, NJ 08882",[7322571100],https://www.wedding-spot.com/venue/4759/ria-mar-restaurant-bar/,Ria-Mar Restaurant & Bar
[375],"BYO,BYO","18 Label Street,Montclair, NJ 07042",[9737447382],https://www.wedding-spot.com/venue/9820/18-label-studios/,18 Label Studios
[60],"Valet parking,Valet parking","170 La Grande Aveue,Fanwood, NJ 07023",[9083707092],https://www.wedding-spot.com/venue/13678/lagrande-park-pavilion/,LaGrande Park Pavilion
[280],"Award winner,Indoor and outdoor spaces,Upgraded rentals included","1050 Ratzer Road,Wayne, NJ 07470",[9736942200],https://www.wedding-spot.com/venue/682/preakness-hills-country-club/,Preakness Hills Country Club
[150],"Indoor and outdoor spaces,BYO,Valet parking","56 Mill Pond Road,Washington, NJ 07882",[9739981749],https://www.wedding-spot.com/venue/9156/mount-eden-retreat/,Mount Eden Retreat
[150],"Indoor and outdoor spaces,Rentals included,Valet parking","1500 Harbor Boulevard,Weehawken, NJ 07086",[2036370270],https://www.wedding-spot.com/venue/7225/nautical-holidays-atlantis/,Nautical Holidays: Atlantis
[150],"Indoor and outdoor spaces,Rentals included,Valet parking","25 Clubhouse Drive,Whitehouse Station, NJ 08889",[9085341234],https://www.wedding-spot.com/venue/2152/stanton-ridge-country-club/,Stanton Ridge Country Club
[200],"BYO,Valet parking,BYO","1075 Morris Avenue,Union, NJ 07083",[9087374730],https://www.wedding-spot.com/venue/1032/stem-building/,STEM Building
[180],"Indoor and outdoor spaces,Upgraded rentals included,Rentals included","88 Germany Flats Road,Lafayette Township, NJ 07848",[9733831666],https://www.wedding-spot.com/venue/929/farmstead-golf-and-country-club/,Farmstead Golf and Country Club
[400],"Upgraded rentals included,Rentals included,Valet parking","255 NJ-17,Wood-Ridge, NJ 07075",[2019395409],https://www.wedding-spot.com/venue/4758/fiesta-banquets/,Fiesta Banquets
[220],"Indoor and outdoor spaces,Indoor and outdoor spaces","00 White Meadow Road,Rockaway, NJ 07866",[9736275300],https://www.wedding-spot.com/venue/9744/white-meadow-lake-country-club/,White Meadow Lake Country Club
[750],"Indoor and outdoor spaces,Valet parking,Indoor and outdoor spaces","40 South Fullerton Avenue,Montclair, NJ 07042",[9732649452],https://www.wedding-spot.com/venue/14467/montclair-wedding-sanctuary/,Montclair Wedding Sanctuary
[175],"Indoor and outdoor spaces,Rentals included,Indoor and outdoor spaces","1271 North Sea Road,Southampton, NY 11968",[6313533322],https://www.wedding-spot.com/venue/9864/north-sea-tavern/,North Sea Tavern
[20],"Indoor and outdoor spaces,BYO,Upgraded rentals included","835 Breezy Hill Road,Fleischmanns, NY 12430",[8452545615],https://www.wedding-spot.com/venue/13596/breezy-hill-inn/,Breezy Hill Inn
[200],"Indoor and outdoor spaces,Rentals included,Valet parking","1 World's Fair Marina,Flushing, NY 11368",[2125346380],https://www.wedding-spot.com/venue/1647/yachts-for-all-seasons-skyline-princess/,Yachts For All Seasons: Skyline Princess
[200],"Indoor and outdoor spaces,Valet parking,Indoor and outdoor spaces","391 Main Street,Auora, NY 13026",[3153648892],https://www.wedding-spot.com/venue/1329/the-inns-of-aurora/,The Inns of Aurora
[150],"Rehearsal dinner and bridal shower,Indoor and outdoor spaces,Rentals included","29 Balmville Road,Newburgh, NY 12550",[8455614481],https://www.wedding-spot.com/venue/9992/the-powelton-club/,The Powelton Club
[250],"Indoor and outdoor spaces,Rentals included,Valet parking","16 North Franklin Street,Watkins Glen, NY 14891",[6075356116],https://www.wedding-spot.com/venue/5540/watkins-glen-harbor-hotel/,Watkins Glen Harbor Hotel
[250],"BYO,BYO","6125 Briggs Road,Hamilton, NY 13346",[3153824034],https://www.wedding-spot.com/venue/11569/peaceful-pines-b-b/,Peaceful Pines B&B
[500],"Indoor and outdoor spaces,BYO,Valet parking","11365 NY-23,Windham, NY 12496",[5187344079],https://www.wedding-spot.com/venue/13695/country-suite-bed-breakfast/,Country Suite Bed & Breakfast
[20],"Indoor and outdoor spaces,Indoor and outdoor spaces","46 Fiddlehead Bay Road,Chestertown, NY 12817",[5184947238],https://www.wedding-spot.com/venue/9999/the-fern-lodge/,The Fern Lodge
[200],"Indoor and outdoor spaces,BYO,Valet parking","6679 Big Tree Road,Livonia, NY 14487",[5857386372],https://www.wedding-spot.com/venue/13210/wingate-barn/,Wingate Barn
[150],"Indoor and outdoor spaces,BYO,Valet parking","208 Totten Avenue,Fort Totten",[7183521548],https://www.wedding-spot.com/venue/13567/bayside-historical-society/,Bayside Historical Society
[225],"Indoor and outdoor spaces,Rentals included,Valet parking","3717 West Ridge Road,Rochester, NY 14626",[5852257650],https://www.wedding-spot.com/venue/13562/ridgemont-country-club/,Ridgemont Country Club
[150],"Indoor and outdoor spaces,BYO,Valet parking","17260 West Ridge Road,Holley, NY 14470",[5859784491],https://www.wedding-spot.com/venue/13292/hurd-orchards/,Hurd Orchards
[100],"Valet parking,Valet parking","435 Main Stree,Rosendale, NY 12472",[8456587800],https://www.wedding-spot.com/venue/2530/the-1850-house-inn-tavern/,The 1850 House Inn & Tavern
[300],"BYO,BYO","3494 Lake Shore Drive,Lake George, NY 12845",[5186682788],https://www.wedding-spot.com/venue/9621/depe-dene-resort/,Depe Dene Resort
[200],"Rehearsal dinner and bridal shower,Indoor and outdoor spaces,BYO","Private Estate,Address withheld for privacy",[5189297801],https://www.wedding-spot.com/venue/1936/rustic-orchard-barn/,Rustic Orchard Barn
[25],"BYO,BYO","8223 East Lake Road,Westfield, NY 14787",[7163263756],https://www.wedding-spot.com/venue/9690/barcelona-lakeside/,Barcelona Lakeside
[100],"Valet parking,Valet parking","45 Market Street,Cold Spring, NY 10516",[9147722575],https://www.wedding-spot.com/venue/13619/the-chapel-restoration/,The Chapel Restoration
[168],"Rehearsal dinner and bridal shower,Indoor and outdoor spaces,Upgraded rentals included","414 Delaware Avenue,Buffalo, NY 14202",[7168863300],https://www.wedding-spot.com/venue/5538/mansion-on-delaware-avenue/,Mansion on Delaware Avenue
[200],"BYO,Valet parking,BYO","53-51 111th Street,Corona, NY 11368",[7187413836],https://www.wedding-spot.com/venue/1816/queens-zoo/,Queens Zoo
[200],"Indoor and outdoor spaces,BYO,Valet parking","3755 Tonawanda Creek Road,Amherst, NY 14228",[7166891440],https://www.wedding-spot.com/venue/5155/buffalo-niagara-heritage-village/,Buffalo Niagara Heritage Village
[150],"BYO,Valet parking,BYO","59 Burnett Road,Saugerties, NY 12477",[5169841343],https://www.wedding-spot.com/venue/9212/the-waterfall-mountain-houses/,The Waterfall & Mountain Houses
[160],"Indoor and outdoor spaces,BYO,Valet parking","2 Erie Boulevard,Canajoharie, NY 13317",[5186732314],https://www.wedding-spot.com/venue/9319/the-arkell-museum/,The Arkell Museum
[350],"BYO,BYO","403 Riverside Drive,Clayton, NY 13624",[3156866025],https://www.wedding-spot.com/venue/9357/clayton-opera-house/,Clayton Opera House
[160],"Valet parking,Valet parking","37 Navy Pier Ct.,Staten Island, NY 10304",[7187270303],https://www.wedding-spot.com/venue/18200/blue-pearl/,Blue Pearl
[300],"Indoor and outdoor spaces,Upgraded rentals included,Rentals included","60 Lake Street,Cooperstown, NY 13326",[5188323197],https://www.wedding-spot.com/venue/18199/the-otesaga-resort-hotel/,The Otesaga Resort Hotel
[280],"Indoor and outdoor spaces,Rentals included,Indoor and outdoor spaces","2000 New York 392,Cortland, NY 13045",[8448469575],https://www.wedding-spot.com/venue/1847/greek-peak-mountain-resort/,Greek Peak Mountain Resort
[250],"Indoor and outdoor spaces,Rentals included,Valet parking","574 Proctor Road,Glen Spey, NY 12737",[5167642112],https://www.wedding-spot.com/venue/14704/brookwood-camps/,Brookwood Camps
[150],"Indoor and outdoor spaces,Rentals included,Valet parking","801 Route 29,Rock City Falls, NY 12863",[5188851607],https://www.wedding-spot.com/venue/13226/the-mansion-of-saratoga/,The Mansion of Saratoga
[240],"Indoor and outdoor spaces,Valet parking,Indoor and outdoor spaces","3273 NY-28,Old Forge, NY 13420",[3153696411],https://www.wedding-spot.com/venue/12773/view-arts-center/,View Arts Center
[70],"Indoor and outdoor spaces,Upgraded rentals included,Valet parking","525 North Barry Avenue,Mamaroneck, NY 10543",[9142364505],https://www.wedding-spot.com/venue/6214/chic-design-events/,Chic Design Events
[250],"BYO,Valet parking,BYO","19 Clinton Ave,Albany, NY 12207",[5184653335],https://www.wedding-spot.com/venue/5153/palace-theatre/,Palace Theatre
[400],"Indoor and outdoor spaces,BYO,Valet parking","8940 Lange Road,Otto, NY 14766",[7162575663],https://www.wedding-spot.com/venue/13637/r-r-dude-ranch-bed-breakfast/,R&R Dude Ranch  Bed & Breakfast
[225],"Indoor and outdoor spaces,Valet parking,Indoor and outdoor spaces","480 North Main Street,Canandaigua, NY 14424",[5853943977],https://www.wedding-spot.com/venue/11624/4-h-camp-bristol-hills/,4-H Camp Bristol Hills
[200],"Indoor and outdoor spaces,Rentals included,Valet parking","100 Center Street,Lewiston, NY 14092",[7167549070],https://www.wedding-spot.com/venue/13601/niagara-crossing-hotel-spa/,Niagara Crossing Hotel & Spa
[400],"Indoor and outdoor spaces,Valet parking,Indoor and outdoor spaces","421 East Avenue,Rochester, NY 14607",[5852711010],https://www.wedding-spot.com/venue/13835/genesee-valley-club/,Genesee Valley Club
[200],"Rehearsal dinner and bridal shower,Indoor and outdoor spaces,BYO","240 Main Street,Goshen, NY 10924",[8452946330],https://www.wedding-spot.com/venue/5561/harness-racing-museum-hall-of-fame/,Harness Racing Museum & Hall of Fame
[250],"Indoor and outdoor spaces,Rentals included,Valet parking","2910 Lake Moraine Road,Hamilton, NY 13346",[3158242002],https://www.wedding-spot.com/venue/5534/white-eagle-banquet-conference-center/,White Eagle Banquet & Conference Center
[250],"Indoor and outdoor spaces,Valet parking,Indoor and outdoor spaces","793 Peaceful Valley Road,North Creek, NY 12853",[5182514850],https://www.wedding-spot.com/venue/14651/gore-mountain/,Gore Mountain
[300],"Indoor and outdoor spaces,Upgraded rentals included,Indoor and outdoor spaces","2192 Niagara Street,Buffalo, NY 14207",[7168745400],https://www.wedding-spot.com/venue/11082/acqua-banquets/,Acqua Banquets
[250],"Valet parking,Valet parking","1711 Main Street,Niagara Falls, NY 14305",[7162058925],https://www.wedding-spot.com/venue/13796/the-rapids-theatre/,The Rapids Theatre
[420],"Award winner,Indoor and outdoor spaces,Rentals included","440 Old Country Road,Carle Place, NY 11514",[5163346125],https://www.wedding-spot.com/venue/1610/chateau-briand/,Chateau Briand
[150],"Indoor and outdoor spaces,BYO,Valet parking","7272 West Henrietta Road,Rush, NY 14543",[5855093939],https://www.wedding-spot.com/venue/11660/rochester-wedding-barn-event-venue/,Rochester Wedding Barn & Event Venue
[300],"Indoor and outdoor spaces,Valet parking,Indoor and outdoor spaces","5742 Norton Road,Vernon Center, NY 13477",[3157617695],https://www.wedding-spot.com/venue/272/hayloft-on-the-arch/,Hayloft on the Arch
[43],"Upgraded rentals included,Upgraded rentals included","15385 Farden Road,Sterling, NY 13156",[3159475782],https://www.wedding-spot.com/venue/11589/sterling-renaissance-festival/,Sterling Renaissance Festival
[225],"Rentals included,Valet parking,Rentals included","500 University Avenue,Rochester, NY 14607",[5852768949],https://www.wedding-spot.com/venue/254/memorial-art-gallery/,Memorial Art Gallery
[350],"Rentals included,Valet parking,Rentals included","1 Robert Rich Way,Buffalo, NY 14213",[7168788693],https://www.wedding-spot.com/venue/13795/the-atrium-at-richs/,The Atrium at Rich's
[100],"Indoor and outdoor spaces,BYO,Valet parking","Private Estate,Address withheld for privacy",[5189297801],https://www.wedding-spot.com/venue/1940/maple-grove-barn/,Maple Grove Barn
[150],"Indoor and outdoor spaces,BYO,Indoor and outdoor spaces","95 Hines Road,Newfield, NY 14867",[6073518827],https://www.wedding-spot.com/venue/11794/the-treman-center/,The Treman Center
[700],"Indoor and outdoor spaces,Rentals included,Valet parking","1 Marina Dr.,Bronx, NY 10465",[7189316500],https://www.wedding-spot.com/venue/15120/marina-del-rey/,Marina Del Rey
[120],"Indoor and outdoor spaces,Rentals included,Valet parking","4 Grinnell Street,Rhinecliff, NY 12574",[8458760590],https://www.wedding-spot.com/venue/11591/the-rhinecliff/,The Rhinecliff
[180],"Indoor and outdoor spaces,Valet parking,Indoor and outdoor spaces","26 West Genesee Street,Skaneateles, NY 13152",[3156858981],https://www.wedding-spot.com/venue/9366/sherwood-inn/,Sherwood Inn
[200],"Indoor and outdoor spaces,Rentals included,Valet parking","1151 Siver Road,Guilderland, NY 12084",[5188051122],https://www.wedding-spot.com/venue/14629/illium-bistro-at-pinehaven-country-club/,Illium Bistro at Pinehaven Country Club
[50],"Indoor and outdoor spaces,BYO,Valet parking"," 130 Coddington Road,Ithaca, NY 14850",[6072750021],https://www.wedding-spot.com/venue/9211/the-coddington-guest-house/,The Coddington Guest House
[250],"BYO,Valet parking,BYO","1 Lighthouse Point Drive,Dunkirk, NY 14048",[7163665050],https://www.wedding-spot.com/venue/12725/historic-dunkirk-lighthouse/,Historic Dunkirk Lighthouse
[225],"Rentals included,Valet parking,Rentals included","940 Wynnewood Road,Pelham, NY 10803",[9147382730],https://www.wedding-spot.com/venue/13790/pelham-country-club/,Pelham Country Club
[400],"Indoor and outdoor spaces,BYO,Valet parking","2776 Route 23b,South Cairo, NY 12482",[5186222626],https://www.wedding-spot.com/venue/14729/a-tiny-house-resort/,A Tiny House Resort
[150],"Indoor and outdoor spaces,Rentals included,Valet parking","3805 US-209,Stone Ridge, NY 12484",[8456870736],https://www.wedding-spot.com/venue/15058/hasbrouck-house-ny/,Hasbrouck House (NY)
[500],"Indoor and outdoor spaces,BYO,Indoor and outdoor spaces","212 E 42nd Street,New York, NY 10017",[2124054208],https://www.wedding-spot.com/venue/17138/the-westin-new-york-grand-central-newly-renovated/,The Westin New York Grand Central (Newly Renovated)
[190],"BYO,Valet parking,BYO","656 Smithfield Valley Road,Amenia, NY 12501",[8458787249],https://www.wedding-spot.com/venue/13811/the-smithfield-church/,The Smithfield Church
[600],"Indoor and outdoor spaces,Rentals included,Indoor and outdoor spaces","215 West Lake Road,Mayville, NY 14757",[7162697829],https://www.wedding-spot.com/venue/9768/chautauqua-suites-meeting-expo-center/,"Chautauqua Suites, Meeting & Expo Center"
[200],"Indoor and outdoor spaces,Rentals included,Valet parking","4201 Genesee Street,Cheektowaga, NY 14225",[7165650040],https://www.wedding-spot.com/venue/5361/hilton-garden-inn-buffalo-airport/,Hilton Garden Inn Buffalo-Airport
[200],"Valet parking,Valet parking","90 East Main Street,Canton, NY 13617",[3157142641],https://www.wedding-spot.com/venue/5074/best-western-university-inn/,Best Western University Inn
[500],"Indoor and outdoor spaces,Rentals included,Valet parking","6300 Arsenal Street,Watertown, NY 13601",[3157880700],https://www.wedding-spot.com/venue/5224/ramada-watertown/,Ramada Watertown
[225],"Rentals included,Valet parking,Rentals included","3357 State Route 11,Malone, NY 12953",[5184833740],https://www.wedding-spot.com/venue/13143/the-adirondack-room-at-mos/,The Adirondack Room at Mo's
[90],"Upgraded rentals included,Valet parking,Upgraded rentals included","2452 State Route 9,Malta, NY 12020",[5182895693],https://www.wedding-spot.com/venue/10223/campagna-restaurant/,Campagna Restaurant
[250],"BYO,Valet parking,BYO","1 Utica Zoo Way,Utica, NY 13501",[3157380472],https://www.wedding-spot.com/venue/9250/utica-zoo/,Utica Zoo
[400],,"4210 Palisades Center Drive, Suite A - 401,West Nyack, NY 10994",[8453372200],https://www.wedding-spot.com/venue/9859/the-west-nyack-levity-live/,The West Nyack Levity Live
[500],"Indoor and outdoor spaces,Valet parking,Indoor and outdoor spaces","230 White Oak Road,Elizaville, NY 12523",[9147254876],https://www.wedding-spot.com/venue/9381/camp-eagle-hill/,Camp Eagle Hill
[600],"Indoor and outdoor spaces,Valet parking,Indoor and outdoor spaces","420 Phillips Hill Road,New City, NY 10956",[8456380700],https://www.wedding-spot.com/venue/9290/woodmont-day-camp/,Woodmont Day Camp
[200],"Valet parking,Valet parking","240 1st Street,Niagara Falls, NY 14303",[7162990251],https://www.wedding-spot.com/venue/13629/quality-hotel-suites-at-the-falls/,Quality Hotel & Suites (at The Falls)
[225],"BYO,Valet parking,BYO","750 Mary Street,Clayton, NY 13624",[3156864104],https://www.wedding-spot.com/venue/11788/antique-boat-museum/,Antique Boat Museum
[250],"Indoor and outdoor spaces,Rentals included,Indoor and outdoor spaces","200 Riverside Drive,Clayton, NY 13624",[3156861100],https://www.wedding-spot.com/venue/9151/1000-islands-harbor-hotel/,1000 Islands Harbor Hotel
[40],"BYO,Valet parking,BYO","4 Larue Road,Spencer, NY 14883",[6075894771],https://www.wedding-spot.com/venue/14636/log-country-inn/,Log Country Inn
[150],"BYO,Valet parking,BYO","Private Estate,Address withheld for privacy",[5189297801],https://www.wedding-spot.com/venue/1937/riverview-manor/,Riverview Manor
[200],"BYO,Valet parking,BYO","1040 Grand Concourse,Bronx, NY 10456",[7186816000],https://www.wedding-spot.com/venue/1620/the-bronx-museum-of-the-arts/,The Bronx Museum of the Arts
[250],"Indoor and outdoor spaces,Rentals included,Valet parking","2 Terwilliger Lane,New Paltz, NY 12561",[8452552122],https://www.wedding-spot.com/venue/1637/novellas-new-paltz/,Novellas New Paltz
[80],"BYO,BYO","44 Falls View Lane,Purling, NY 12470",[5186223981],https://www.wedding-spot.com/venue/10096/tumblin-falls-house/,Tumblin' Falls House
[400],"Indoor and outdoor spaces,Rentals included,Valet parking","6914 East Lake Road,Auburn, NY 13021",[6078829609],https://www.wedding-spot.com/venue/4653/emerson-park-pavilion/,Emerson Park Pavilion
[230],,"25 Washington Street,Saratoga Springs, NY 12866",[5185842627],https://www.wedding-spot.com/venue/5505/universal-preservation-hall/,Universal Preservation Hall
[110],"Rentals included,Valet parking,Rentals included","159 Main Street,Goshen, NY 10924",[8452941880],https://www.wedding-spot.com/venue/13726/limoncello-at-the-orange-inn/,Limoncello At The Orange Inn
[182],"Indoor and outdoor spaces,Rentals included,Valet parking","100 Main Street,Saranac Lake, NY 12983",[6073213258],https://www.wedding-spot.com/venue/13751/hotel-saranac/,Hotel Saranac
[150],"Rentals included,Valet parking,Rentals included","677 Broadway,Albany, NY 12207",[5184277463],https://www.wedding-spot.com/venue/13580/angelos-677-prime/,Angelo's 677 Prime
[240],"Rentals included,Valet parking,Rentals included","221-17 Northern Boulevard,Bayside, NY 11361",[5167732000],https://www.wedding-spot.com/venue/11893/adria-hotel-and-conference-center/,Adria Hotel And Conference Center
[50],"BYO,Valet parking,BYO","384 East Avenue,Rochester, NY 14607",[5853255010],https://www.wedding-spot.com/venue/12580/east-avenue-inn-suites/,East Avenue Inn & Suites
[100],"BYO,Valet parking,BYO","563 Yale Farm Road,Romulus, NY 14541",[3155850053],https://www.wedding-spot.com/venue/14639/yale-manor-at-copper-beeches/,Yale Manor at Copper Beeches
[300],"Valet parking,Valet parking","1020 Humboldt Parkway,Buffalo, NY 14211",[7168965200],https://www.wedding-spot.com/venue/13798/buffalo-museum-of-science/,Buffalo Museum of Science
[300],"BYO,Valet parking,BYO","76 Catskill View Road,Claverack, NY 12513",[5185921135],https://www.wedding-spot.com/venue/1688/catskill-view/,Catskill View
[100],"Indoor and outdoor spaces,Valet parking,Indoor and outdoor spaces","2373 NY-7,Cobleskill, NY 12043",[5182349148],https://www.wedding-spot.com/venue/13623/grapevine-farms/,Grapevine Farms
[80],"Award winner,Indoor and outdoor spaces,Rentals included","Goat Island,Niagara Falls, NY 14303",[7162780348],https://www.wedding-spot.com/venue/1354/top-of-the-falls-restaurant/,Top of the Falls Restaurant
[300],"Indoor and outdoor spaces,Rentals included,Valet parking","1100 South Avenue,Staten Island, NY 10314",[7184772400],https://www.wedding-spot.com/venue/3383/above/,Above
[250],"Indoor and outdoor spaces,Rentals included,Valet parking","2 Kurosaka Lane,Lake George, NY 12845",[5186684644],https://www.wedding-spot.com/venue/1766/lake-george-waterfront-cruises/,Lake George Waterfront Cruises
[300],"Award winner,Indoor and outdoor spaces,Valet parking","3380 Co Rte 28,Watkins Glen, NY 14891",[6075359614],https://www.wedding-spot.com/venue/5617/castel-grisch-winery/,Castel Grisch Winery
[150],"Indoor and outdoor spaces,Upgraded rentals included,Valet parking","469 Plattekill Road,Roxbury, NY 12474",[6073263500],https://www.wedding-spot.com/venue/1138/plattekill-mountain/,Plattekill Mountain
[250],"Indoor and outdoor spaces,Upgraded rentals included,Rentals included","3923 Southwestern Boulevard,Orchard Park, NY 14127",[7166484880],https://www.wedding-spot.com/venue/5157/la-galleria-banquets-not-taking-any-bookings-as-it-is-under-maintenance/,La Galleria Banquets(Not taking any bookings as it is under Maintenance)
[200],"Indoor and outdoor spaces,Rentals included,Valet parking","41 Lakefront Drive,Geneva, NY 14456",[3157890400],https://www.wedding-spot.com/venue/1969/41-lakefront-hotel-trademark-collection-by-wyndham/,"41 Lakefront Hotel, Trademark Collection By Wyndham"
[700],"Rentals included,Valet parking,Rentals included","69 Delaware Street,Tonawanda, NY 14150",[7167438544],https://www.wedding-spot.com/venue/5359/tonawanda-castle/,Tonawanda Castle
[160],"Rentals included,Valet parking,Rentals included","40 South Grove Street,East Aurora, NY 14052",[7166525552],https://www.wedding-spot.com/venue/5480/the-roycroft-inn/,The Roycroft Inn
[320],"Indoor and outdoor spaces,Valet parking,Indoor and outdoor spaces","1245 Seneca Creek Road,West Seneca, NY 14224",[7166745944],https://www.wedding-spot.com/venue/13425/klocs-grove/,Kloc's Grove
[130],"Rehearsal dinner and bridal shower,Indoor and outdoor spaces,Valet parking","1 York Street,Saratoga Springs, NY 12866",[5182260014],https://www.wedding-spot.com/venue/5594/the-mouzon-house/,The Mouzon House
[200],"Indoor and outdoor spaces,Rentals included,Valet parking","141 Novosel Way,Speculator, NY 12164",[5185483606],https://www.wedding-spot.com/venue/2569/oak-mountain/,Oak Mountain
[80],"Indoor and outdoor spaces,BYO,Valet parking","1 Rotary Row,Buffalo, NY 14201",[7164354808],https://www.wedding-spot.com/venue/12181/frank-lloyd-wrights-fontana-boathouse/,Frank Lloyd Wright's Fontana Boathouse
[300],"Award winner,Indoor and outdoor spaces,Rentals included","103 Burroughs Drive,West Park, NY 12493",[8453843057],https://www.wedding-spot.com/venue/2519/red-maple-vineyard/,Red Maple Vineyard
[125],"Indoor and outdoor spaces,Indoor and outdoor spaces","50 Fleischmanns Heights Road,Fleischmanns, NY 12430",[8458074803],https://www.wedding-spot.com/venue/10050/spillian/,Spillian
[140],"Rentals included,Valet parking,Rentals included","79 Albany Street,Cazenovia, NY 13035",[3156553461],https://www.wedding-spot.com/venue/5539/lincklaen-house/,Lincklaen House
[125],"Indoor and outdoor spaces,BYO,Valet parking","895 Shore Road,Bronx, NY 10464",[7188851461],https://www.wedding-spot.com/venue/1987/bartow-pell-mansion-museum/,Bartow-Pell Mansion Museum
[160],"BYO,BYO","135 Midland Avenue,Bronxville, NY 10708",[3474086114],https://www.wedding-spot.com/venue/10921/bronxville-womens-club-inc/,"Bronxville Women's Club, Inc."
[150],"Indoor and outdoor spaces,Valet parking,Indoor and outdoor spaces","174 Angola Road,Cornwall, NY 12518",[8455347136],https://www.wedding-spot.com/venue/9258/cromwell-manor-inn/,Cromwell Manor Inn
[125],"Indoor and outdoor spaces,BYO,Valet parking","1 Dark Island,PO Box 59",[3154863275],https://www.wedding-spot.com/venue/11217/singer-castle-on-dark-island/,Singer Castle on Dark Island
[200],"Valet parking,Valet parking","55 South Elmwood Avenue,Montauk, NY 11954",[6316682112],https://www.wedding-spot.com/venue/9336/the-montauk-beach-house/,The Montauk Beach House
[250],"BYO,BYO","75 North Water Street,Poughkeepsie, NY 12601",[8454710589],https://www.wedding-spot.com/venue/9297/the-pavilion-on-the-hudson/,The Pavilion on the Hudson
[200],"Indoor and outdoor spaces,BYO,Valet parking","43-50 Main Street,Flushing, NY 11355",[7188863800],https://www.wedding-spot.com/venue/11644/queens-botanical-garden/,Queens Botanical Garden
[375],"Indoor and outdoor spaces,Rentals included,Valet parking","2384 West River Road,Nichols, NY 13812",[6076997685],https://www.wedding-spot.com/venue/12887/tioga-downs-casino/,Tioga Downs Casino
[300],"Indoor and outdoor spaces,BYO,Valet parking","1 Abbey Lane,Queensbury, NY 12804",[5187937701],https://www.wedding-spot.com/venue/12393/ramada-queensbury-lake-george/,Ramada Queensbury-Lake George
[500],"Indoor and outdoor spaces,BYO,Valet parking","76 Timber Lake Road,Roscoe, NY 12776",[5166564236],https://www.wedding-spot.com/venue/9155/timber-lake-west-camp/,Timber Lake West Camp
[65],"Upgraded rentals included,Valet parking,Upgraded rentals included","39 North Jay Street,Schenectady, NY 12305",[5183703825],https://www.wedding-spot.com/venue/13610/cornells-in-little-italy/,Cornells In Little Italy
[800],"Valet parking,Valet parking","149 Girdle Ridge Road,Katonah, NY 10536",[2123376089],https://www.wedding-spot.com/venue/1727/caramoor-center-for-music-and-the-arts/,Caramoor Center for Music and the Arts
